adm2_code,adm1_name,adm2_name,population,density,coping:accessHealth,coping:communication,coping:drrImplementation,coping:economicCapacity,coping:education,coping:governance,coping:wash,hazard:coastalHazards,hazard:conflictIntensity,hazard:conflictRisk,hazard:drought,hazard:earthquake,hazard:environmentalDegradation,hazard:exposure,hazard:flood,hazard:hazardousMaterial,hazard:heatwave,hazard:internalViolence,hazard:landslide,hazard:lightning,hazard:stormsCyclone,hazard:vehicleAccidents,hazard:volcano,hazard:wildfire,hazard:zoonoses,vulnerability:childrenHealthNutrition,vulnerability:developmentPoverty,vulnerability:displacedPeople,vulnerability:economicDependency,vulnerability:habitat,vulnerability:healthConditions,vulnerability:livelihoods,hazard_total,vulnerability_total,coping_total,risk
TZ1407,Tabora,Kaliua,678447,43,9.68,7.35,6.5,9.133333333,6.95,3.1,4.8,0,0,0.7,4.4,0,4.35,2.92,5.7,,4.8,4.9,0,5,0,,0,7.15,4,4.025,8.275,0,4.466666667,4.65,7.1,3.8,2.4,4.5,6.2,4.1
TZ1501,Rukwa,Kalambo,316783,56,8.44,10,6.5,9.733333333,6.15,6.2,4.5,0,0,0.7,2.9,10,5.85,3.25,3.8,,2.6,1.7,6.3,5,0,,0,6,4,8.5,9.3,6.9,4.366666667,5.15,5.8,0,2.5,6,7.1,4.7
TZ1502,Rukwa,Sumbawanga,798316,131,8.44,10,4.5,9.733333333,6.15,5,2.2,0,0,0.7,3,10,5.3,4.28,7.2,,1.9,1.7,4.3,5,0,,0,6,4,8.5,9.3,6.9,4.366666667,5.15,5.8,0,2.5,6,6.1,4.5
TZ1503,Rukwa,Nkasi,425420,44,8.44,10,4.5,9.733333333,6.15,5,3.7,0,0,0.7,1.9,10,5.15,2.96,6.1,,3.1,1.7,6.2,5,0,,0,6,4,8.5,9.3,6.9,4.366666667,5.15,5.8,0,2.5,6,6.2,4.5
TZ1504,Rukwa,Sumbawanga Urban,,,8.44,10,6.5,9.733333333,6.15,6.2,7,0,0,0.7,0.7,10,5,,0,,,1.7,3.9,,0,,0,5.5,,8.5,9.3,6.9,4.366666667,5.15,5.8,0,1.8,6,7.4,4.3
TZ1601,Kigoma,Kibondo,362922,27,5.76,8.95,6.5,9.4,6.3,4.3,5.2,0,0,0.7,2.7,8,3.1,2.35,7.5,,4.2,9.65,0,7,0,,0,6.25,4,7.5,9.125,8,4.2,4.75,4.8,0,3.6,5.8,6.3,5.1
TZ1602,Kigoma,Kasulu,776088,97,5.76,8.95,6.5,9.4,6.3,4.3,5.2,0,0,0.7,1.6,8.9,5,3.91,7.5,,4.2,9.65,0,7,0,,0,6.25,4,7.5,9.125,10,4.2,4.75,4.8,0,3.6,6.2,6.3,5.2
TZ1603,Kigoma,Kigoma,455180,361,5.76,8.95,6.5,9.4,6.3,4.3,4.9,0,0,0.7,1.2,10,3.8,5.53,7.5,,4.3,9.65,7.7,7,0,,0,6.25,4,7.5,9.125,1.9,4.2,4.75,4.8,0,3.9,4.6,6.3,4.8
TZ1604,Kigoma,Kigoma  Urban,,,5.76,8.95,6.5,9.4,6.3,4.3,7,0,0,0.7,0,10,3.4,,7.5,,,9.65,4.7,,0,,0,6.25,,7.5,9.125,0,4.2,4.75,4.8,0,3.5,4.3,6.6,4.6
TZ1605,Kigoma,Uvinza,458353,44,5.76,8.95,6.5,9.4,6.3,4.3,5.8,0,0,0.7,0.8,9.7,4.8,2.96,8.1,,3.5,9.65,6.8,7,0,,0,6.25,4,7.5,9.125,2.5,4.2,4.75,4.8,0,3.9,4.7,6.3,4.9
TZ1606,Kigoma,Buhigwe,240005,157,5.76,8.95,6.5,9.4,6.3,4.3,7.4,0,0,0.7,0.6,10,2.75,4.51,7.5,,3.4,9.65,6,7,0,,0,6.25,4,7.5,9.125,0,4.2,4.75,4.8,0,3.8,4.3,6.5,4.7
TZ1607,Kigoma,Kakonko,178419,81,5.76,8.95,6.5,9.4,6.3,4.3,7.3,0,0,0.7,1.9,8,4.2,3.69,7.5,,3.8,9.65,0,7,0,,0,6.25,4,7.5,9.125,3.9,4.2,4.75,4.8,0,3.6,5,6.5,4.9
TZ1608,Kigoma,Kasulu Township Authority,,,5.76,8.95,6.5,9.4,6.3,4.3,7,0,0,0.7,0,10,3.35,,7.5,,,9.65,1.5,,0,,0,6.25,,7.5,9.125,0,4.2,4.75,4.8,0,3.4,4.3,6.6,4.6
TZ1701,Shinyanga,Shinyanga Urban,,,8.58,7.1,6.5,8.933333333,6.3,4.9,7,0,0,0.7,7,10,0.55,,7.4,,,4.9,0,,0,,0,4.55,,5.675,8.95,0,4.233333333,4.55,5.7,5,2.6,4.8,6.7,4.4
TZ1702,Shinyanga,Kishapu,335483,79,8.58,7.1,4.5,8.933333333,6.3,4.9,4.9,0,0,0.7,7,9.9,0.9,3.66,7.4,,5.3,4.9,0,6,0,,0,4.55,,5.675,8.95,0,4.233333333,4.55,5.7,5,2.8,4.8,6,4.3
TZ1703,Shinyanga,Shinyanga,683355,167,8.58,7.1,6.5,8.933333333,6.3,4.9,2.5,0,0,0.7,7,5.9,1.35,4.58,5.1,,4.9,4.9,0,6,0,,0,4.55,,5.675,8.95,0,4.233333333,4.55,5.7,5,2.6,4.8,6.2,4.3
TZ1704,Shinyanga,Kahama,453654,56,8.58,7.1,6.5,8.933333333,6.3,4.9,2,0,0,0.7,7,0.5,3.6,3.24,4,5,4.5,4.9,0,6,0,,0,4.55,,5.675,8.95,0,4.233333333,4.55,5.7,5,2.7,4.8,6.2,4.3
TZ1705,Shinyanga,Kahama Township Authority,,,8.58,7.1,6.5,8.933333333,6.3,4.9,7,0,0,0.7,7,0,2.55,,1.2,,,4.9,0,,0,,0,4.55,,5.675,8.95,0,4.233333333,4.55,5.7,5,1.8,4.8,6.7,3.9
TZ1801,Kagera,Karagwe,385744,75,4.06,8.1,6.5,9.4,6.05,3.4,4,0,0,0.7,3.1,7,6.35,3.59,4.7,,3,5.2,0,8,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,2.7,3.9,5.6,3.9
TZ1802,Kagera,Bukoba,467386,273,4.06,8.1,6.5,9.4,6.05,3.4,3.4,0,0,0.7,1.3,8,6.85,5.18,8.1,,3.1,5.2,4.9,9,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,3.1,3.9,5.6,4.1
TZ1803,Kagera,Muleba,637659,185,4.06,8.1,6.5,9.4,6.05,3.4,3.1,0,0,0.7,3.1,7,6.95,4.71,8,,3,5.2,7,9,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,3.2,3.9,5.5,4.1
TZ1804,Kagera,Biharamulo,457114,62,4.06,8.1,6.5,9.4,6.05,3.4,5.9,0,0,0.7,2.8,7,6.95,3.37,3.2,,3.5,5.2,0,8,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,2.6,3.9,5.8,3.9
TZ1805,Kagera,Ngara,383092,117,4.06,8.1,6.5,9.4,6.05,3.4,5.6,0,0,0.7,3.4,7,6.1,4.14,5.3,,3.1,5.2,2.1,8,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,2.8,3.9,5.8,4
TZ1806,Kagera,Bukoba Urban,,,4.06,8.1,6.5,9.4,6.05,3.4,7,0,0,0.7,0,7,6.2,,8.1,,,5.2,2.5,,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,2.6,3.9,6,3.9
TZ1807,Kagera,Missenyi,245394,87,4.06,8.1,6.5,9.4,6.05,3.4,5.9,0,0,0.7,1.7,7,6.55,3.78,7.1,,3,5.2,1.9,8,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,2.8,3.9,5.8,4
TZ1808,Kagera,Kyerwa,412910,161,4.06,8.1,6.5,9.4,6.05,3.4,3.4,0,0,0.7,2.2,7,6.35,4.54,6.1,,3.1,5.2,1.6,8,0,,0,3.75,,5.925,8,0,3.766666667,4.5,5.3,0,2.8,3.9,5.6,3.9
TZ1901,Mwanza,Ukerewe,387815,642,7.52,7.25,3,8.9,5.9,3.5,4.5,0,0,0.7,4.2,0,5.05,6.23,8.5,,4.5,7.35,10,9,0,4,0,2.95,,5.825,8.7,0,3.966666667,5.75,5.1,3.2,3.5,4.6,5.1,4.3
TZ1902,Mwanza,Magu,421119,275,7.52,7.25,3,8.9,5.9,3.5,4.6,0,0,0.7,4.9,0,3.15,5.19,6.4,,4.4,7.35,2.5,8,0,4,0,2.95,,5.825,8.7,0,3.966666667,5.75,5.1,3.2,3,4.6,5.1,4.1
TZ1903,Mwanza,Nyamagana,594834,3250,7.52,7.25,3,8.9,5.9,3.5,6.9,0,0,0.7,5.9,0,1.9,8.22,5.3,4,4.3,7.35,2.4,9,0,4,0,2.95,,5.825,8.7,0,3.966666667,5.75,5.1,3.2,3.1,4.6,5.3,4.2
TZ1904,Mwanza,Kwimba,480025,148,7.52,7.25,3,8.9,5.9,3.5,3.3,0,0,0.7,3.6,0.4,2.9,4.44,3.7,,4.4,7.35,0,8,0,4,0,2.95,,5.825,8.7,0,3.966666667,5.75,5.1,3.2,2.7,4.6,4.9,3.9
TZ1905,Mwanza,Sengerema,425415,135,7.52,7.25,3,8.9,5.9,3.5,2.8,0,0,0.7,4.5,0,5,4.32,7.9,,4.1,7.35,7,9,0,4,0,2.95,,5.825,8.7,0,3.966666667,5.75,5.1,3.2,3.4,4.6,4.9,4.2
TZ1906,Mwanza,Ilemela,509687,2048,7.52,7.25,3,8.9,5.9,3.5,7.1,0,0,0.7,4.9,0,3.9,7.65,7.3,4,4.3,7.35,3.9,9,0,4,0,2.95,,5.825,8.7,0,3.966666667,5.75,5.1,3.2,3.3,4.6,5.3,4.3
TZ1907,Mwanza,Misungwi,467867,180,7.52,7.25,3,8.9,5.9,3.5,3,0,0,0.7,3.7,0,3.55,4.67,4.6,,4.4,7.35,1.6,8,0,4,0,2.95,,5.825,8.7,0,3.966666667,5.75,5.1,3.2,2.8,4.6,4.9,4
TZ2001,Mara,Tarime,537891,352,5.96,6.9,6.5,8.866666667,5.25,5.25,4.4,0,0,0.7,1.8,6.2,4.55,5.49,3.2,4,3.9,6.65,3.4,8,0,,0,5.55,,5.3,8.3,0,4.5,5.15,5.3,0,3.1,4,6.1,4.2
TZ2002,Mara,Serengeti,340349,30,5.96,6.9,6.5,8.866666667,5.25,5.25,6.5,0,0,0.7,4.8,0,3.6,2.49,3.8,,3.8,6.65,2.1,8,0,,0,5.55,,5.3,8.3,0,4.5,5.15,5.3,0,2.7,4,6.3,4.1
TZ2003,Mara,Musoma,430837,322,5.96,6.9,6.5,8.866666667,5.25,5.25,5.5,0,0,0.7,3.9,0,3.5,5.39,6.9,,4.4,6.65,3.5,9,0,,0,5.55,,5.3,8.3,0,4.5,5.15,5.3,0,2.9,4,6.2,4.2
TZ2004,Mara,Bunda,426792,140,5.96,6.9,6.5,8.866666667,5.25,5.25,5.2,0,0,0.7,2.6,0,3.65,4.37,7.1,,4.1,6.65,4.1,9,0,,0,5.55,,5.3,8.3,0,4.5,5.15,5.3,0,2.9,4,6.1,4.1
TZ2005,Mara,Musoma Urban,,,5.96,6.9,6.5,8.866666667,5.25,5.25,7,0,0,0.7,1.4,6,4.5,,9.3,,,6.65,1.5,,0,,0,5.55,,5.3,8.3,0,4.5,5.15,5.3,0,2.8,4,6.4,4.2
TZ2006,Mara,Rorya,354490,177,5.96,6.9,6.5,8.866666667,5.25,5.25,4.5,0,0,0.7,3,9.9,3.6,4.65,6,,4.1,6.65,4.1,9,0,,0,5.55,,5.3,8.3,0,4.5,5.15,5.3,0,3.3,4,6.1,4.3
TZ2007,Mara,Butiam,,,5.96,6.9,6.5,8.866666667,5.25,5.25,7,0,0,0.7,1.4,0.5,4.1,,4.9,,,6.65,3.5,,0,,0,5.55,,5.3,8.3,0,4.5,5.15,5.3,0,2.3,4,6.4,3.9
TZ2101,Manyara,Babati,504772,90,5.52,6.55,6.5,8.466666667,5.3,5.35,3.3,0,0,0.7,7,10,2.4,3.82,6,,3.5,5.9,8,4,0,3,0,4.5,6,4.075,5.95,0,3.333333333,5.1,1.6,6.8,3.4,3.8,5.9,4.2
TZ2102,Manyara,Hanang,367391,102,5.52,6.55,6.5,8.466666667,5.3,5.35,3.9,0,0,0.7,8.7,10,2.9,3.98,6,,2.3,5.9,8.5,4,0,3,0,4.5,6,4.075,5.95,0,3.333333333,5.1,1.6,6.8,3.5,3.8,5.9,4.3
TZ2103,Manyara,Mbulu,376865,97,5.52,6.55,6.5,8.466666667,5.3,5.35,3.2,0,0,0.7,9.5,10,2.4,3.92,2.7,,2.2,5.9,8,4,0,3,0,4.5,6,4.075,5.95,0,3.333333333,5.1,1.6,6.8,3.3,3.8,5.9,4.2
TZ2104,Manyara,Simanjiro,291169,15,5.52,6.55,3.8,8.466666667,5.3,4.5,6,0,0,0.7,9.1,9.8,1.4,1.63,8.5,,3.3,5.9,3.1,4,0,3,0,4.5,6,4.075,5.95,0,3.333333333,5.1,1.6,6.8,3.3,3.8,5.3,4.1
TZ2105,Manyara,Kiteto,352305,27,5.52,6.55,3.8,8.466666667,5.3,4.5,6,0,0,0.7,8.2,8.3,4.55,2.36,3.6,,3.3,5.9,3.9,4,0,3,0,4.5,7,4.075,5.95,0,3.333333333,5.1,1.6,6.8,3.2,3.8,5.3,4
TZ2106,Manyara,Babati Urban,,,5.52,6.55,6.5,8.466666667,5.3,5.35,7,0,0,0.7,6.4,10,2.95,,3.4,,,5.9,6,,0,,0,4.5,,4.075,5.95,0,3.333333333,5.1,1.6,6.8,3,3.8,6.3,4.2
TZ2201,Njombe,Njombe Urban,,,4.38,6.6,6.5,8.266666667,5,3.6,7,0,0,0.7,0.7,1.9,9.5,,1.9,,,5.05,6.2,,0,,0,5.15,,8.5,5.325,0,3.033333333,5.55,5.6,0,2.4,4.1,5.7,3.8
TZ2202,Njombe,Wanging'ombe,191506,56,4.38,6.6,6.5,8.266666667,5,3.6,3.6,0,0,0.7,2.3,6,8.5,3.23,3.6,,2.3,5.05,3.3,4,0,,0,5.15,4,8.5,5.325,0,3.033333333,5.55,5.6,0,2.6,4.1,5.3,3.8
TZ2203,Njombe,Makete,109160,27,4.38,6.6,6.5,8.266666667,5,3.6,5,0,0,0.7,0.7,9.5,8.85,2.34,2.8,,0,5.05,7.8,4,0,,0,5.15,4,8.5,5.325,0,3.033333333,5.55,5.6,0,2.8,4.1,5.4,4
TZ2204,Njombe,Njombe,437919,56,4.38,6.6,6.5,8.266666667,5,3.6,2.4,0,0,0.7,0.8,6,9.35,3.24,1.2,,1.3,5.05,7.1,4,0,,0,5.15,4,8.5,5.325,0,3.033333333,5.55,5.6,0,2.6,4.1,5.2,3.8
TZ2205,Njombe,Ludewa,151361,26,4.38,6.6,6.5,8.266666667,5,3.6,5.4,0,0,0.7,1.1,8.9,8.5,2.29,4.2,,2.7,5.05,7.5,4,0,,0,5.15,4,8.5,5.325,0,3.033333333,5.55,5.6,0,2.9,4.1,5.5,4
TZ2206,Njombe,Makambako Township Authority,,,4.38,6.6,6.5,8.266666667,5,3.6,7,0,0,0.7,0.7,0,8.6,,0,,,5.05,0,,0,,0,5.15,,8.5,5.325,0,3.033333333,5.55,5.6,0,1.8,4.1,5.7,3.5
TZ2301,Katavi,Mpanda Urban,,,8,10,6.5,9.733333333,6.15,6.2,7,0,0,0.7,0,10,3.85,,5.4,,,4.9,0,,0,,0,9.4,,8.225,9.3,0,4.366666667,5.15,5.4,0,2.6,4.6,7.4,4.5
TZ2302,Katavi,Mpanda,662304,102,8,10,6.5,9.733333333,6.15,6.2,5.8,0,0,0.7,1.8,10,3.45,3.98,5.4,4,4.8,4.9,5.1,5,0,,0,9.4,4,8.225,9.3,0,4.366666667,5.15,5.4,0,3.3,4.6,7.1,4.8
TZ2303,Katavi,Mlele,118818,5,8,10,6.5,9.733333333,6.15,6.2,7.2,0,0,0.7,2.3,8.8,2.85,0.3,7.5,,4.5,4.9,3.7,5,0,,0,9.4,4,8.225,9.3,0,4.366666667,5.15,5.4,0,3,4.6,7.3,4.7
TZ2401,Simiyu,Bariadi,644312,118,8.12,7.1,6.5,8.933333333,6.3,4.9,4.8,0,0,0.7,7,0,1.75,4.16,4.9,,4.2,0,0,8,0,,0,7.55,,5.675,8.525,0,4.233333333,4.55,4,9.5,1.7,5.2,6.4,3.8
TZ2402,Simiyu,Itilima,419213,89,8.12,7.1,6.5,8.933333333,6.3,4.9,5,0,0,0.7,7,3.9,1.1,3.82,2.7,,3.6,0,0.3,7,0,,0,7.55,,5.675,8.525,0,4.233333333,4.55,4,9.5,1.7,5.2,6.4,3.8
TZ2403,Simiyu,Meatu,366941,41,8.12,7.1,3.8,8.933333333,6.3,4.5,5.4,0,0,0.7,7,10,1.45,2.87,7.5,,4.3,0,0,7,0,,0,7.55,,5.675,8.525,0,4.233333333,4.55,4,9.5,2.4,5.2,5.7,4.1
TZ2404,Simiyu,Maswa,427864,116,8.12,7.1,6.5,8.933333333,6.3,4.9,4.8,0,0,0.7,7,8.8,1.35,4.14,3.8,,4.3,0,0,7,0,,0,7.55,,5.675,8.525,0,4.233333333,4.55,4,9.5,2.1,5.2,6.4,4.1
TZ2405,Simiyu,Busega,282167,197,8.12,7.1,6.5,8.933333333,6.3,4.9,6.3,0,0,0.7,7,0,3.05,4.79,7.1,,4.3,0,0.2,9,0,,0,7.55,,5.675,8.525,0,4.233333333,4.55,4,9.5,2,5.2,6.6,4.1
TZ2501,Geita,Geita,1396885,287,8.16,7.25,6.5,8.9,5.9,4.05,2.5,0,0,0.7,4.4,0,4.05,5.24,6.1,5,3.7,7.75,2.8,9,0,,0,5.1,,7.5,8.7,0,3.966666667,5.75,5.8,0,3.3,4.5,5.9,4.4
TZ2502,Geita,Nyang'hwale,225803,141,8.16,7.25,6.5,8.9,5.9,4.05,6.4,0,0,0.7,4.5,0,3.15,4.38,4.9,,4.1,7.75,0,8,0,,0,5.1,,7.5,8.7,0,3.966666667,5.75,5.8,0,2.8,4.5,6.3,4.3
TZ2503,Geita,Mbogwe,362855,170,8.16,7.25,6.5,8.9,5.9,4.05,5.7,0,0,0.7,5.2,0,4.45,4.61,3.6,4,4.3,7.75,0,8,0,,0,5.1,,7.5,8.7,0,3.966666667,5.75,5.8,0,3,4.5,6.2,4.4
TZ2504,Geita,Bukombe,407102,51,8.16,7.25,6.5,8.9,5.9,4.05,6.1,0,0,0.7,3.1,0,3.35,3.12,3.8,,4.3,7.75,0,8,0,,0,5.1,,7.5,8.7,0,3.966666667,5.75,5.8,0,2.7,4.5,6.3,4.2
TZ2505,Geita,Chato,584963,195,8.16,7.25,6.5,8.9,5.9,4.05,3.5,0,0,0.7,3,0,4.2,4.77,7.2,4,4.3,7.75,2.1,9,0,,0,5.1,,7.5,8.7,0,3.966666667,5.75,5.8,0,3.2,4.5,6,4.4
TZ2601,Songwe,Songwe,229129,21,5.72,7.45,6.5,8.8,5.05,4.15,7.3,0,0,0.7,1.9,9.8,4.1,2.03,7.7,,4,5.5,4.3,5,0,,0,6.5,4,8,7.65,0,3.333333333,5.55,4.6,0,3.1,4.2,6.1,4.3
TZ2605,Songwe,Ileje,125869,68,5.72,7.45,6.5,8.8,5.05,4.15,5.7,0,0,0.7,2.2,10,4.55,3.47,3.2,,2.4,5.5,8.1,5,0,,6,6.5,4,8,7.65,0,3.333333333,5.55,4.6,0,3.3,4.2,5.9,4.3
TZ2606,Songwe,Mbozi,510599,134,5.72,7.45,6.5,8.8,5.05,4.15,2.7,0,0,0.7,3,10,3.45,4.31,0,,3.1,5.5,4.3,5,0,,0,6.5,4,8,7.65,0,3.333333333,5.55,4.6,0,2.7,4.2,5.6,4
TZ2609,Songwe,Momba,259781,54,5.72,7.45,6.5,8.8,5.05,4.15,5.3,0,0,0.7,2.8,10,4.6,3.2,7.4,,4.5,5.5,2.2,5,0,,0,6.5,4,8,7.65,0,3.333333333,5.55,4.6,0,3.1,4.2,5.9,4.3
TZ2610,Songwe,Tunduma,,,5.72,7.45,6.5,8.8,5.05,4.15,7,0,0,0.7,0,10,4.5,,0,,,5.5,6.8,,0,,0,6.5,,8,7.65,0,3.333333333,5.55,4.6,0,2.6,4.2,6.1,4.1
TZ5101,Kaskazini Unguja,Kaskazini A,157369,649,5.04,5.45,6.5,7.466666667,5.9,6.95,7.7,6.5,0,0.7,4.7,0,6,6.24,5.2,,6,5.2,0,,6,,0,0.1,,4.675,2.875,10,2.866666667,4.35,1.3,0,2.8,4,6.5,4.2
TZ5102,Kaskazini Unguja,Kaskazini B,99921,451,5.04,5.45,6.5,7.466666667,5.9,6.95,7.9,6.5,0,0.7,4.1,0,5.6,5.8,6.3,,6.2,5.2,0,,5,,0,0.1,,4.675,2.875,10,2.866666667,4.35,1.3,0,2.7,4,6.6,4.1
TZ5201,Kusini Unguja,Kati,132717,259,4.3,4.55,6.5,6.6,3.8,7.2,7.7,6.5,0,0.7,4.4,0,5.9,5.12,4.8,,6.4,6.15,3.7,,6,,0,0,,3.9,2.225,0,3.133333333,4.3,0.6,0,3.1,2,6.1,3.4
TZ5202,Kusini Unguja,Kusini,63156,172,4.3,4.55,6.5,6.6,3.8,7.2,8,6.5,0,0.7,4.3,0,6.35,4.62,5.5,,6.3,6.15,2.2,,7,,0,0,,3.9,2.225,0,3.133333333,4.3,0.6,0,3.1,2,6.2,3.4
TZ5301,Mjini Magharibi,Magharibi,,,4.24,1.05,6.5,3.2,1.95,7.35,7,6.5,0,0.7,0,0,5.5,,3.4,,,1.7,3.4,,0,,0,0,,3.3,0.825,0,1.7,6.7,1.1,0,1.5,1.9,5.5,2.5
TZ5302,Mjini Magharibi,Mjini,219007,13898,4.24,1.05,6.5,3.2,1.95,7.35,7.6,6.5,0,0.7,0,0,5.45,10,7.7,,6.4,1.7,3.7,,6,,0,0,,3.3,0.825,0,1.7,6.7,1.1,0,2.3,1.9,5.3,2.9
TZ5401,Kaskazini Pemba,Wete,148712,495,7.16,5.65,6.5,7.266666667,6.45,6.85,7.8,6.5,0,0.7,5,0,5.4,5.91,7.5,,6,6.8,3.9,,6,,0,0,,3.95,5.275,0,3.9,4.8,0.8,0,3.3,2.6,6.8,3.9
TZ5402,Kaskazini Pemba,Micheweni,123379,607,7.16,5.65,3.8,7.266666667,6.45,4.5,8,6.5,0,0.7,5.7,0,5.05,6.16,5.5,,6,6.8,2.2,,6,,0,0,,3.95,5.275,0,3.9,4.8,0.8,0,3.1,2.6,5.6,3.6
TZ5501,Kusini Pemba,Chake Chake,136298,600,6.02,5.2,6.5,6.8,5.55,8,7.9,6.5,0,0.7,4.8,0,4.75,6.15,8.6,,6,0,3.2,,6,,0,0,,3.3,3.525,0,3.666666667,5.2,0.6,0,2.3,2.2,6.8,3.3
TZ5502,Kusini Pemba,Mkoani,135052,511,6.02,5.2,6.5,6.8,5.55,8,7.8,6.5,0,0.7,4.2,0,4.75,5.95,10,,6.1,0,2.2,,6,,0,0,,3.3,3.525,0,3.666666667,5.2,0.6,0,2.3,2.2,6.8,3.3
