adm1_code,adm1_name,adm2_code,adm2_name,dimension,category,indicator_key,indicator,value,authority,dataset,method
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,2.25,NBS,2022 PHC population,"population density, log min-max"
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,7,TMA / PMO-DMD,coastal strip,documented overlay
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:drought,Drought,4.8,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0.1,INFORM SADC,INFORM seismic,baseline
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:flood,Flood,7.1,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0.7,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,9,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,5.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8,NBS,Household Budget Survey 2017/18,poverty headcount
TZ08,Lindi,TZ0802,Lindi,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.05,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ08,Lindi,TZ0802,Lindi,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,5.875,MoH,TDHS 2022,under-5 stunting
TZ08,Lindi,TZ0802,Lindi,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,4.96,MoH,2022 PHC health facilities,resource availability
TZ08,Lindi,TZ0802,Lindi,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,3.7,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ08,Lindi,TZ0802,Lindi,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0802,Lindi,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ08,Lindi,TZ0802,Lindi,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ08,Lindi,TZ0802,Lindi,Lack of Coping Capacity,Institutional,coping:governance,Governance,3,PMO-DMD,INFORM SADC governance,baseline
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,2.89,NBS,2022 PHC population,"population density, log min-max"
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:drought,Drought,3.5,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,3.95,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4.6,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,3,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,5.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8,NBS,Household Budget Survey 2017/18,poverty headcount
TZ08,Lindi,TZ0803,Nachingwea,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.05,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ08,Lindi,TZ0803,Nachingwea,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,5.875,MoH,TDHS 2022,under-5 stunting
TZ08,Lindi,TZ0803,Nachingwea,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,4.96,MoH,2022 PHC health facilities,resource availability
TZ08,Lindi,TZ0803,Nachingwea,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,5.1,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ08,Lindi,TZ0803,Nachingwea,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0803,Nachingwea,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ08,Lindi,TZ0803,Nachingwea,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ08,Lindi,TZ0803,Nachingwea,Lack of Coping Capacity,Institutional,coping:governance,Governance,3,PMO-DMD,INFORM SADC governance,baseline
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,0,NBS,2022 PHC population,"population density, log min-max"
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:drought,Drought,3.6,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,3.55,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:flood,Flood,7,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,3,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,5.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8,NBS,Household Budget Survey 2017/18,poverty headcount
TZ08,Lindi,TZ0804,Liwale,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.05,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ08,Lindi,TZ0804,Liwale,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,5.875,MoH,TDHS 2022,under-5 stunting
TZ08,Lindi,TZ0804,Liwale,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,4.96,MoH,2022 PHC health facilities,resource availability
TZ08,Lindi,TZ0804,Liwale,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,6.8,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ08,Lindi,TZ0804,Liwale,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0804,Liwale,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ08,Lindi,TZ0804,Liwale,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ08,Lindi,TZ0804,Liwale,Lack of Coping Capacity,Institutional,coping:governance,Governance,3,PMO-DMD,INFORM SADC governance,baseline
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.56,NBS,2022 PHC population,"population density, log min-max"
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:drought,Drought,4,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,4.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4.5,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,4,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,5.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8,NBS,Household Budget Survey 2017/18,poverty headcount
TZ08,Lindi,TZ0805,Ruangwa,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.05,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ08,Lindi,TZ0805,Ruangwa,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,5.875,MoH,TDHS 2022,under-5 stunting
TZ08,Lindi,TZ0805,Ruangwa,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,4.96,MoH,2022 PHC health facilities,resource availability
TZ08,Lindi,TZ0805,Ruangwa,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,5.3,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ08,Lindi,TZ0805,Ruangwa,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0805,Ruangwa,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ08,Lindi,TZ0805,Ruangwa,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ08,Lindi,TZ0805,Ruangwa,Lack of Coping Capacity,Institutional,coping:governance,Governance,3,PMO-DMD,INFORM SADC governance,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,7,TMA / PMO-DMD,coastal strip,documented overlay
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:drought,Drought,0,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,4.95,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:flood,Flood,6.8,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,5.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8,NBS,Household Budget Survey 2017/18,poverty headcount
TZ08,Lindi,TZ0806,Lindi Urban,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.05,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ08,Lindi,TZ0806,Lindi Urban,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,5.875,MoH,TDHS 2022,under-5 stunting
TZ08,Lindi,TZ0806,Lindi Urban,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,4.96,MoH,2022 PHC health facilities,resource availability
TZ08,Lindi,TZ0806,Lindi Urban,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,7,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ08,Lindi,TZ0806,Lindi Urban,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ08,Lindi,TZ0806,Lindi Urban,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ08,Lindi,TZ0806,Lindi Urban,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ08,Lindi,TZ0806,Lindi Urban,Lack of Coping Capacity,Institutional,coping:governance,Governance,3,PMO-DMD,INFORM SADC governance,baseline
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.65,NBS,2022 PHC population,"population density, log min-max"
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,7,TMA / PMO-DMD,coastal strip,documented overlay
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:drought,Drought,4.1,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,5.7,INFORM SADC,INFORM seismic,baseline
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,5.6,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:flood,Flood,8.2,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,1.8,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,10,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,5.5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,9.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,7.5,NBS,Household Budget Survey 2017/18,poverty headcount
TZ09,Mtwara,TZ0901,Mtwara,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,2.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ09,Mtwara,TZ0901,Mtwara,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,7.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
